,UsernamePost,DatePosting,Posting,Saham
543,AmsarJun,"12 May 21, 14:39","$AGRO $AMAR $BACA $BBYB $BBHI
Fenomena Booming Bank Digital Adalah Keniscayaan
Jumat, 9 April 2021

Bank digital/neo bank tengah menjadi fenomenal di Tanah Air yang ditandai dengan masuknya sejumlah investor ke bisnis ini. Antara lain duet Patrick Walujo dan Jerry Ng mengakuisisi Bank Artos (kini Bank Jago), taipan Chairul Tanjung membeli Bank Harda, Ant Financial mem-backup Bank Neo Commerce (BBYB) melalui Akulaku Silvrr, dan Shopee mengendalikan Bank Kesejahteraan Ekonomi lalu mengubahnya menjadi Seabank.

Di luar tiga nama itu, santer terdengar Grab dan OVO juga tengah menjajaki akuisisi bank untuk dikonversi menjadi digital. Keduanya tengah berupaya mengimbangi lompatan besar Gojek yang lebih dulu investasi di Bank Jago dan mengejar langkah Shopee di Seabank.

Bank papan atas seperti BCA dan BRI juga tak mau ketinggalan. Mereka bikin sekoci bank digital untuk bersaing di ceruk ini. BCA mengandalkan BCA Digital (Bank Royal) sedangkan BRI menonjolkan BRI Agro.

Direktur Riset Center of Reform on Economics (Core) Piter Abdullah mengatakan, fenomena booming bank digital saat ini merupakan keniscayaan. Pasalnya, masa depan semuanya akan digital, mereka yang tidak menyesuaikan akan tertinggal dan kalah bersaing.

 Demikian juga dengan layanan bank harus berubah menuju layanan digital. Semua bank akan menuju layanan digital. Yang tidak melakukan akan kalah bersaing,  kata Piter kepada Investor Daily, Kamis (8/4).

Menurut dia, tren digital bank tersebut akan berdampak positif kepada nasabah. Dengan layanan digital, lanjut dia, maka layanan bank akan lebih baik. Bank akan lebih efisien juga sehingga layanan bank akan lebih murah dan menguntungkan nasabah.

 Dengan layanan digital bank juga dituntut meningkatkan perlindungan nasabah. Ini juga menguntungkan nasabah. Selain itu, efisiensi perbankan lewat digitalisai bisa menekan suku bunga kredit, tetapi memang tidak banyak,  ujar dia.

Sementara itu, Ketua Eksekutif Industri Perbankan Otoritas Jasa Keuangan (OJK) Heru Kristiyana mengakui, sejumlah bank kecil dan bank besar saat ini memang terlihat memulai transformasi dan beradaptasi untuk menjadi bank digital.

""Saya amati bank besar dan beberapa bank kecil sudah siap untuk melayani digital banking. Bank tersebut bertransformasi dari bank tradisional jadi bank digital,"" ujar Heru dalam webinar VIP Forum Digital Bank di Jakarta.

Meski demikian, lanjut dia, fenomena tesebut harus diikuti dengan permodalan yang cukup, di mana permodalan merupakan faktor krusial bagi setiap bank yang ingin menjalankan bisnis digital. Dengan modal yang kuat, bank bisa meningkatkan kapasitas teknologi informasi (TI), melakukan kolaborasi, memodernisasi organisasi hingga rekrutmen SDM yang relevan dengan kebutuhan.

 Contohnya Bank Jago. Dari kewajiban modal minimal Rp 3 triliun, sekarang modal bank ini sudah mencapai Rp 8 triliun. Ini karena kesiapan transformasi digital butuh permodalan cukup kuat melayani teknologi, butuh modal dan SDM andal agar bisa melayani lebih baik ke depan,"" kata Heru.

Dia mengatakan terus mengamati transformasi bank tradisional lalu berganti melayani secara digital. Beberapa bank sudah melakukan transformasi dari tradisional ke digital karena beradaptasi dengan perilaku nasabah khususnya milenial.

""Bank sekarang sudah boleh melakukan transformasi digital. Aturannya akan diluncurkan di semester pertama tahun ini. Namanya POJK bank umum karena tidak spesifik mengatur bank digital,"" lanjut dia.

Kunci Kesiapan Berkompetisi

Pada kesempatan itu, Direktur Utama PT Bank Jago Tbk Kharim Indra Gupta Sirega menjelaskan, kunci kesiapan perseroan berkompetisi di era digital ini ialah menjadi bank dengan basis teknologi dan tertanam langsung dalam ekosistem digital. Pihaknya membangun teknologi yang dapat melayani secara seamless dan langsung berada dalam aplikasi-aplikasi digital.

""Milenial lifestyle sekarang melakukan kegiatannya dengan aplikasi. Mulai dari berbelanja, travel, kesehatan, dan lainnya. Kami akan hadir langsung di aplikasi tersebut,"" kata Kharim. Dalam berkompetisi, lanjut Kharim, bank harus memiliki keunikan bisnis model dan juga konsisten untuk menjalaninya.

Dia melihat cara menanamkan diri dalam mitranya merupakan peluang paling besar. Yakni agar pengguna tidak perlu berpindah dari aplikasi saat melakukan transaksi. Menurut dia, layanan Bank Jago akan hadir langsung dalam aplikasi dalam partnership tersebut.

""Sehingga tidak perlu pindah aplikasi, layanan langsung dihadirkan di aplikasi,"" kata dia. Sebelum marak layanan digital masyarakat biasanya akan datang langsung ke bank secara fisik. Namun saat ini bank fisik sudah hampir tidak laku lagi.

Bank kini tidak hanya berkompetisi dengan bank lain. Namun dengan layanan aplikasi spesifik, misalnya untuk payment dengan OVO atau juga Dana.

""Karena itu, konsep tertanam jadi penting sekarang. Kami bisa unggul karena lebih cepat dan bisa melayani nasabah di ekosistem yang jauh lebih banyak dari nasabah datang ke bank,"" ungkap dia.

Kharim menyebutkan Bank Jago memiliki visi sebagai solusi finansial bagi kelas menengah dan mass market.

""Kami juga menempatkan diri untuk menyediakan solusi finansial segmen menengah baik konvensional ataupun syariah,"" kata Kharim.

Dalam beberapa kesempatan, founder Bank Jago Jerry Ng yang juga mantan direktur utama Bank BTPN, menegaskan visi Bank Jago akan masuk ke ekosistem digital khususnya aplikasi layanan solusi keuangan dan gaya hidup.

Untuk genre solusi keuangan, Bank Jago sudah menggandeng Gojek, Akulaku, Kredit Pintar, dan Akseleran. Sedangkan untuk gaya hidup, Bank Jago bakal masuk ke ekosistem travel sites, e-commerce retails, dan entertainment.

Adapun di tengah fenomena bank digital yang terus jadi buah bibir dalam 1-2 tahun terakhir tersebut, Bank Jago salah satu yang paling disorot. Terlebih lagi setelah ada dukungan ekosistem Gojek dan suntikan modal dari raksasa pengelola investasi GIC Singapore. Modal Bank Jago pun langsung tembus Rp 8 triliun dengan kapitalisasi pasar sekitar Rp 150 triliun. Ini membuat Bank Jago digadang-gadang jadi salah satu bank berpengaruh di Indonesia pada masa depan.

Hal tersebut bukan tanpa sebab. Pasalnya, daya saing bank digital itu akan ditentukan oleh beberapa hal, salah satunya yakni support pemegang saham pengendali, manajemen yang kompeten, dan business model yang khas. Back up dari ultimate shareholders dinilai sangat penting karena terkait dengan komitmen untuk meningkatkan permodalan dan konsistensi perseroan dalam mengembangkan bisnis. Pada titik ini, rekam jejak investor menjadi sangat penting.



*****","AGAR,AGRO,AMAR,BACA,BANK,BBHI,BBYB,BTPN,DAYA,MASA,SATU"
544,kandangayam,"12 May 21, 14:37",Libur yaa .. $IHSG,[]
545,aldyfadilillaa,"12 May 21, 14:37","@ekoyudha cara deposit di stockbit cmn tf ke rek sinarmas kita kan bg, gua user baru soal ny, ini nyoba tf 200k malah ga masuk",[]
546,ekoyudha,"12 May 21, 14:34","@aldyfadilillaa kalau sinarmas sekuritas minim 500k kalau gak salah, tp kemarin aku deposit dibawah itu bisa sih om masuk",[]
547,MasTidar,"12 May 21, 14:33",https://bit.ly/3f93exW,[]
548,Fuadrahman,"12 May 21, 14:33",kyaknya emang di set gtu soalnay abis lebaran biasnaya bursa rame outer timing waktunya,[]
549,aldyfadilillaa,"12 May 21, 14:33",@ekoyudha ga ada minimal kan tf nya,[]
550,aldyfadilillaa,"12 May 21, 14:32",@ekoyudha ini udh mau seharian blm jg masuk,[]
551,DZAT93,"12 May 21, 14:32",$MPPA kalau pembukaan itu bisa langsung besar ga sih..misal nutup kmrin di 850 tiba2 buka di angka 1000...bisa gak,MPPA
552,aldyfadilillaa,"12 May 21, 14:32",ini udh mau harian bg,[]
553,maulidys,"12 May 21, 14:31","Accumulative TP 16Mar-15Apr2021,, 0 IDR
#selfnotes",[]
554,Jason216,"12 May 21, 14:30",$LUCK bgst w cl di 159 hri kamis kmrn,LUCK
555,simtar11,"12 May 21, 14:29",@kakdr bilang https://bit.ly/3fbhJkF tentang $UNVR. Lanjut perosotannya.. atau dribbling basket dulu?,UNVR
556,ekoyudha,"12 May 21, 14:28","tunggu 15 menit baru masuk, kemarin aku jg gtu sama"" user baru",[]
557,aldyfadilillaa,"12 May 21, 14:26",@Candra088 mana bg,[]
558,MRKAMBARA277,"12 May 21, 14:26","@DZAT93 harusnya hari ini gan ara nya wkwkwk, kelamaan nunggu senin",[]
559,DZAT93,"12 May 21, 14:25",@MRKAMBARA277 emang kalau hari libur knapa tuh,[]
560,StockbitNews,"12 May 21, 14:25","Soroti Kisruh KPK, Ekonom Cuit Jangan Percaya Mulut KPK hingga Ajak Boikot Bank
Jakarta - Komisi Pemberantasan Korupsi atau KPK resmi mengeluarkan Surat Keputusan tentang Hasil Asesmen Tes Wawasan Kebangsaan kepada 75 pegawai yang tak lolos. Dalam surat tersebut, 75 pegawai KPK yang tidak lolos dinyatakan akan dinonaktifkan. Puluhan pegawai itu tak lagi bekerja terhitung sejak ...",BANK
561,Candra088,"12 May 21, 14:25",@aldyfadilillaa disini ada salesnya,[]
562,kornienko41,"12 May 21, 14:25",@Truthfully Siapa yang larang? (2),[]
563,DZAT93,"12 May 21, 14:25",senin gimana yah haha pembukaan..eh kalau pembukaan itu bisa langsung besar ga sih..misal nutup kmrin di 850 tiba2 buka di angka 1000,[]
564,aldyfadilillaa,"12 May 21, 14:24",@Candra088 maksudnya bg,[]
565,arisx5,"12 May 21, 14:23",@ckck kasih tahu dong skrg pegang saham apa aja?,[]
566,lovusshop,"12 May 21, 14:23",$HMSP Test,HMSP
567,alphanav,"12 May 21, 14:23","[Flash Review] (FA) $PGAS - 12-05-2021

Monopoli jaringan pipa gas di Indonesia. Saat ini hanya memiliki nilai Rp 29 triliun. Turun cukup jauh bila dibandingkan sekitar tahun 2015-2016 yang masih memiliki nilai Rp 66 triliun. Sentimennya masih cukup negatif karena harga gas sedang diatur pemerintah pada harga yang cukup rendah demi menopang kegiatan manufaktur di Indonesia.

Bila dibandingkan dengan laba bersih PGAS di tahun 2015 yang bisa mencapai Rp 5.5 triliun, lalu turun hingga Rp 940 miliar di tahun 2019... Bahkan minus Rp 3.7 triliun di tahun 2020, jelas kinerja PGAS sangat fluktuatif.

Namun, pada harga Rp 1215/lembar, PGAS memiliki valuasi PER 8.19x (est 2021), PBV 0.66x, tentu sangat menarik. Investor bisa mendapatkan perusahaan dengan jaringan pipa gas terbesar di Indonesia hanya dengan PBV 0.66x.

DISCLAIMER : ON

Harap berhati-hati saat Berinvestasi / Trading!",PGAS
568,alphanav,"12 May 21, 14:21","[FLASH REVIEW] (FA) $AGII - 12-05-2021

Aneka Gas Industri dimiliki oleh PT Samator sebesar 40.5% dan PT Saratoga Investama Sedaya 7.84%. Kedua owner inilah yang membuat para pelaku pasar cukup tertarik dengan saham AGII. Apalagi salah satu produknya adalah Oksigen -- banyak dicari di saat pendemi COVID ini. Harga sahamnya sempat naik signifikan dari Rp 600an mendekati Rp 2000/lembar. Bahkan ada yang mengatakan bahwa harga AGII bisa mencapai Rp 5000. Apakah mungkin? Di Pasar Modal, anything is possible. Namun, apakah rasional?

Pada harga Rp 5000/lembar, PBV AGII bisa mencapai sekitar 5x dengan PER 150x ++. Tentu saja sangat tidak masuk akal. Bagaimana dengan harga saat ini Rp 1080/lembar?

Saat ini valuasi AGII Rp 3.3 triliun, PER 16.96x (Est 2021) dan PBV 0.95x. Harganya masih dibawah PBV 1x, cenderung murah, tetapi selama ini asetnya tidak menghasilkan laba yang optimal. Return on Equity hanya berkisaran 3%, di bawah bunga obligasi pemerintah.

Apakah dengan aksi korporasi yang terjadi baru-baru ini bisa mengangkat kinerja AGII secara signifikan? Pada 1Q2021, kinerjanya sudah mulai meningkat -- tapi valuasi pasar nya sudah cukup menyesuaikan.

DISCLAIMER : ON

Harap berhati-hati sebelum Berinvestasi / Trading!","AGII,AKSI,SATU"
569,richardorland,"12 May 21, 14:21","$TRIN mohon maaf saatnya sell, sahamnya ga ada pergerakan",TRIN
570,SuhadakKuncir,"12 May 21, 14:21",gagal paham. semoga kinerja bank bank Banten semakin cemerlang. manut pak Agus syabarudinn,BANK
571,MRKAMBARA277,"12 May 21, 14:20",@Fuadrahman sayangnya keluar pas hari libur,[]
572,MasTidar,"12 May 21, 14:20 · Edited on 12 May 21, 14:21","the legend, jaman 90'an cman bisa ngiler liat gini
baru kebeli 20 tahun kemudian.....
miskinnya gw


https://bit.ly/3eEMNu9",[]
573,risky666,"12 May 21, 14:19",durex sm fiesta bukan produk unvr kah?,UNVR
574,Tuttipga,"12 May 21, 14:19","$ETHIDR saya malah setuju bandar2 besar masuk ke crypto, dan rasakan sensasi haki besar2an wkwkwkkwkwkwk TP dulu ah",[]
575,MasTidar,"12 May 21, 14:17","@jameshermanto
ini ice cream uenak tenan masBroh....
kemaren iseng, nyoba + Feast Wich yg 5000'an

rasanya lebut tp mungkin gw udik sih yah
biasa magnum, makan gt jd beda selera bgt

+ Viennetta, ga ada di gambar
gambar ga update tuh....

is the best lah",BEST
576,Jr06,"12 May 21, 14:17",$KBAG Gw ada 10.000 lot di KBAG gak mau pusing mau terbang atau tetap di 50... tapi gw yakin satu saat nanti akan indah pada waktunya.. cuma masalah waktu aja...,"KBAG,SATU"
577,BedakPohatji,"12 May 21, 14:16","anda ingat $ARTO apa yg terjadi setelahnya?
jgn sampai jd penonton
ini Gojek bung",ARTO
578,khairi,"12 May 21, 14:16",Thanks info nya om,[]
579,BedakPohatji,"12 May 21, 14:15","kayaknya sih ARA deh
ingat gojek ingat kenaikan harga $ARTO",ARTO
580,genzei,"12 May 21, 14:14",@riomansek Ampun bang jago,[]
581,Jr06,"12 May 21, 14:14",$KBAG Sabar pangkal kaya ...10.000 lot siap terbang,KBAG
582,skydrugz27,"12 May 21, 14:13",Siapa yang larang?,[]
583,BedakPohatji,"12 May 21, 14:13","apanya yg hebat
PPRE mau ke 100",PPRE
584,skydrugz27,"12 May 21, 14:13","Pertama kan waktu deposit di Tokokripto itu BIDR
Kamu belikan BUSD
Terus transfer ke Binance

BUSD bisa diskon fee kalau di Binance",[]
585,skydrugz27,"12 May 21, 14:12","Di tokokripto ada BUSD/BIDR

Jadi BIDR ubah jadi BUSD lalu transfer ke Binance free fee",[]
586,BedakPohatji,"12 May 21, 14:11","mencurigakan, ARB",[]
587,Candra088,"12 May 21, 14:09",@aldyfadilillaa Cari sales sini,SINI
588,Candra088,"12 May 21, 14:08",@kaburterus ya lah dah mau sunset industri saatnya menuju harga sepeda 500 rupiah,[]
589,MrCuans,"12 May 21, 14:07",belom belom chaaak,[]
590,asmarsis,"12 May 21, 14:06",$BTPS Disc on.,BTPS
591,calista2304,"12 May 21, 14:05",@DevanSetyawan jd kita deposit ke tokocrypto pk BUSD kah bro?,[]
592,lukmanicc,"12 May 21, 14:05","setuju banget om, beberapa bulan kemaren saya coba belajar bandarmologi modal broksum ama live trade done summary. hasilnya? puyeng bin boncos",[]
593,Candra088,"12 May 21, 14:04",$SILO emiten ini asetnya setara $PPRE,"PPRE,SILO"
594,dailymp3,"12 May 21, 14:03","Opini tidak wajar karena $WOOD jual anak usaha jauh diatas harga pasar valuasi pihak penilai publik. Jadi secara keuangan, wood diuntungkan.",WOOD
595,kaburterus,"12 May 21, 14:02","@jameshermanto $UNVR kurang inovatif, udah gak jamannya lg, kalah sm bank gurem & Tesla. shrsny UNVR buat sabun digital, shampoo listrik, dll kyk produk halal & syariahny Safi & hijabfresh om","BANK,UNVR"
596,calista2304,"12 May 21, 14:00",o iya nnt sy cb thx u ya atas info nya bro,[]
597,Jonjonputra,"12 May 21, 14:00","mengulang RI $SAME

Cumdate HMETD di pasar regular dan pasar tunai : 29 Juni dan 1 Juli. Tanggal

Cumdate tanpa HMETD(ex-right) : 30 Juni dan 2 Juli.

Recording date : 1 Juli 2021.

nilai penerbitan RI 5,71 miliar saham baru, dengan harga nominal Rp 20 per saham melalui rights issue

Tinggal tunggu harga RI dan rasio nya menarik kembali tidak, yg dahulu kisaran 4:1",SAME
598,DosenInvestasi,"12 May 21, 13:58","@AJKP ga nyambung bos gw ngomong fakta bukan pompom. cari aja mana gw pompom suru beli $BANK $ARTO ato emiten laen sori aja yeee dari dulu gw uda bilang $BANK itu kosong tp ke depannya bakal ada gebrakan ky ARTO. liat aja sekarang di $AMRT uda pasang logo BANK. lo kira Alfamart mau sm emiten ga jelas?

harga turun urusan market, gw ngomong bisnis. udah males juga ngoceh di Stockbit. ga guna ga bikin kaya nimpalin orang2 kaya ente","AMRT,ARTO,BANK"
599,gilangfx,"12 May 21, 13:58",harga masih discount,[]
600,murs101282,"12 May 21, 13:58",https://bit.ly/3eESurM $IHSG $BTC $ANTM $BANK $$SAME,"ANTM,BANK,SAME"
601,AmsarJun,"12 May 21, 13:58 · Edited on 12 May 21, 13:58","@VidoOnadi berarti mesti rupslb 2x dong ? krn setiap ri mesti tupslb, apakah arto 2x rupslb untuk ri nya ? sdngkan rupslb sept 2020 tlh di tetapkan 20 m dan kalo tdk salah hasil rupslb sept 2020 itu sdh di ajukan ke ojk pd bln oktober 2020",ARTO
602,Truthfully,"12 May 21, 13:57","@skydrugz27 bos bca aja blg klo kripto bs jd slh satu instrument alt investasi ..lah ini bkn siapa  bs larang kyk ortu ke anak..

Ksh solusi kaga, ngedumel alias keki iya",SATU
603,risky666,"12 May 21, 13:56","@kaburterus nah iya itu pph reksadana nya yg bikin jadi ga menarik lg.. makin bingung deh tuh MI dapet duit drmana lagi.. kalo mtn nya tdpm yg dibungkus itu ane ga tau diambil sm institusi aja atau retail ikut ambil om, cuma biasanya kalo nasabah ritel reksadananya biasanya cuma liat return yg ditawarin aja..kalo diserbu spg gpp om, asal jangan spb aja wkwkwk..",TDPM
604,sofyurrizal,"12 May 21, 13:56","@bennix lebih baik anda baca dahulu postingan ini https://stockbit.com/post/6329299
dan juga comments yang ada di dalam postingan tersebut",BACA
605,febrindas,"12 May 21, 13:55","@jameshermanto oeee, haki oeee",[]
606,sigambal,"12 May 21, 13:55",@eddychandra ada dua hal yg buat saya mulai gusar ... yg pertama ini ... transper from institusi ke public dan lap keu ada transaksi tanah dua setengah trilyun di lk nya ....,[]
607,YunantoPhang,"12 May 21, 13:55",@yudanxs supaya licin dan wangi pak,[]
608,indodino,"12 May 21, 13:55",@hk1899 Elon Musk auto bangkrut,AUTO
609,zakyzarifin,"12 May 21, 13:54",aman avg 790,AMAN
610,sigambal,"12 May 21, 13:53",@eddychandra kalau kepemilikan individual benar di bawah 1 milyard ... tapi perlu kita catat disaat harga terseok Seok kepemilikan publik bertambah ... dari 6 persen naik 8 persen naik lagi .... ada indikasi distribusi dari institusi ke individual .. apa ia kita lebih pintar dari para smart money ini? ....,[]
611,Truthfully,"12 May 21, 13:52","warga +62 klo mayoritas aktif-produktif udh ga jd negara EM dr dl, atas korup.. bwh mlz alias manja",[]
612,DailyInspiration,"12 May 21, 13:51 · Edited on 12 May 21, 13:54","$IHSG @Cintagame apakah $SOCI akan to the moon?
. hmm.. tapi kyknya laba Q4 bukan dari operasi",SOCI
613,asmarsis,"12 May 21, 13:51",@mrijalali dari laporan keuangan.,[]
614,kaburterus,"12 May 21, 13:51","@sigambal nanti aja kl sikonnya udah aman, ngeri diserang fans berat bank gurem om","AMAN,BANK"
615,AJKP,"12 May 21, 13:51 · Edited on 12 May 21, 13:51","@DosenInvestasi sape sih yang kagak tau elu yg tukang pompom dari awal di $BANKrut, lihat aje post elu and koment elu dari awal IPO, udeh cuen kotos2 sekarang udeh mulai mungkir, daser manusie tak dak konsisten, nelan ludeh sendiri, hari ini cakep putih besok cakap hitem. wkewkewke",[]
616,lovusshop,"12 May 21, 13:51","$MPPA Biasa SELL on Good News, retail euforia mau ngokang haka 10m, bandar dengan baik hati kasih brg hehe","GOOD,MPPA"
617,munas17,"12 May 21, 13:50","@sidiksaham iyah oom klw di chat lilin masih ada oom, tpi biasa pakai chat itu, jdi merasa kehilangan, pakai chat lilin di sini kadang loading nya lama, ingin nya sih jangan di ilangin bulan atau tanggal nya di chat standar nya.",SINI
618,MFahri1718,"12 May 21, 13:50",Ikhlasin aja bang,[]
619,MFahri1718,"12 May 21, 13:50",Ikhlasin aja bang,[]
620,kaburterus,"12 May 21, 13:50",@risky666 sesuai pepatah sepandai2nya menyimpan bangkai suatu saat nanti akan tercium jg busuknya om,[]
621,DevanSetyawan,"12 May 21, 13:50","@calista2304
kalo dari tokocrypto ke binance,mending langsung pake BUSD. no fee",[]
